band,link,genres,start_year,end_year,hits
liberty 37,http://dbpedia.org/resource/Liberty_37,Hard rock|Indie rock|Indietronica,1998,1998,0
lifescreen,http://dbpedia.org/resource/Lifescreen,Alternative rock|Hard rock,2007,0,0
lightning raiders,http://dbpedia.org/resource/Lightning_Raiders,Psychedelic rock|Punk rock,1977,1977,0
lilygreen & maguire,http://dbpedia.org/resource/Lilygreen_&_Maguire,Pop rock,2011,2014,0
linda's nephew,http://dbpedia.org/resource/Linda's_Nephew,Indie rock|Indietronica|Rock music,2005,0,0
linoleum,http://dbpedia.org/resource/Linoleum_(band),Indie rock|Indietronica,1994,1994,0
linus,http://dbpedia.org/resource/Linus_(band),Indie rock|Indietronica,1992,1992,7
lionheart (uk),http://dbpedia.org/resource/Lionheart_(band),Hard rock|Heavy metal,1980,1986,0
littl'ans,http://dbpedia.org/resource/Littl'ans,Rock music,2004,2004,0
little angels,http://dbpedia.org/resource/Little_Angels,Hard rock,1984,1994,0
little barrie,http://dbpedia.org/resource/Little_Barrie,Alternative rock|Blues rock|Funk rock|Garage rock,2000,0,0
little doses,http://dbpedia.org/resource/Little_Doses,Alternative rock|Indie rock|Indietronica,2006,0,0
little eye,http://dbpedia.org/resource/Little_Eye_(band),Alternative rock|Pop rock|Power pop,2008,0,0
little ghost,http://dbpedia.org/resource/Little_Ghost_(band),Alternative rock|Indie rock|Indietronica|Pop rock|Post-rock|Psychedelic rock,2013,0,0
little man tate,http://dbpedia.org/resource/Little_Man_Tate_(band),Indie rock|Indietronica,2005,2009,0
liverpool five,http://dbpedia.org/resource/Liverpool_Five,Beat,1963,1968,0
livesummit,http://dbpedia.org/resource/LiveSummit,Indie rock|Indietronica,2008,0,0
lodger,http://dbpedia.org/resource/Lodger_(British_band),Indie rock|Indietronica,1997,1997,0
logan,http://dbpedia.org/resource/Logan_(band),Hard rock,2003,0,0
lomax,http://dbpedia.org/resource/Lomax_(band),Alternative rock,2002,2002,0
london,http://dbpedia.org/resource/London_(punk_band),Punk rock,1976,1976,0
lone star,http://dbpedia.org/resource/Lone_Star_(band),Hard rock|Progressive rock,1975,1978,0
longpigs,http://dbpedia.org/resource/Longpigs,Alternative rock|Indie rock|Indietronica,1993,1993,1
longview,http://dbpedia.org/resource/Longview_(British_band),Indie rock|Indietronica,2002,2015,1
lonsdale boys club,http://dbpedia.org/resource/Lonsdale_Boys_Club,Indie rock|Indietronica,2010,0,0
loom,http://dbpedia.org/resource/Loom_(band),Alternative rock|Rock music,2012,0,2
loop,http://dbpedia.org/resource/Loop_(band),Alternative rock|Noise rock,1986,1991,0
los campesinos!,http://dbpedia.org/resource/Los_Campesinos!,Indie rock|Indietronica,2006,0,0
losers,http://dbpedia.org/resource/Losers_(band),Alternative rock,2007,0,0
lostalone,http://dbpedia.org/resource/LostAlone,Alternative rock|Progressive rock|Rock music,2005,2014,0
lostprophets,http://dbpedia.org/resource/Lostprophets,Alternative rock|Hard rock,1997,2013,0
loud,http://dbpedia.org/resource/Loud_(band),Hard rock,1989,1989,2
loudest whisper,http://dbpedia.org/resource/Loudest_Whisper,Folk rock,1970,0,0
love amongst ruin,http://dbpedia.org/resource/Love_Amongst_Ruin,Alternative rock|Hard rock,2009,0,0
love and money,http://dbpedia.org/resource/Love_and_Money_(band),Pop rock,1985,0,0
love fungus,http://dbpedia.org/resource/Love_Fungus,Heavy metal|Indie rock|Indietronica,1991,1991,0
lovechild,http://dbpedia.org/resource/Lovechild_(band),Rock music,2002,2005,0
lower than atlantis,http://dbpedia.org/resource/Lower_Than_Atlantis,Alternative rock|Hard rock|Indie rock|Indietronica|Punk rock,2007,0,0
lowgold,http://dbpedia.org/resource/Lowgold,Indie rock|Indietronica,1997,2009,0
lowlife,http://dbpedia.org/resource/Lowlife_(band),Alternative rock|Post-punk,1985,1985,0
ludus,http://dbpedia.org/resource/Ludus,New wave|Post-punk,1978,1984,0
m,http://dbpedia.org/resource/M_(band),New wave,1978,1984,5
madness,http://dbpedia.org/resource/Madness_(band),New wave,1976,0,39
magazine,http://dbpedia.org/resource/Magazine_(band),New wave|Post-punk,1977,1981,5
magistrates,http://dbpedia.org/resource/Magistrates_(band),Indie rock|Indietronica,2006,2009,0
magnum,http://dbpedia.org/resource/Magnum_(band),Hard rock|Pop rock|Progressive rock,1972,0,0
magoo,http://dbpedia.org/resource/Magoo_(band),Alternative rock|Indie rock|Indietronica,1992,0,4
mahumodo,http://dbpedia.org/resource/Mahumodo,Post-rock,1997,2003,0
major accident,http://dbpedia.org/resource/Major_Accident,Punk rock,1977,1985,0
makethisrelate,http://dbpedia.org/resource/Makethisrelate,Alternative rock|Rock music,2008,2008,0
male bonding,http://dbpedia.org/resource/Male_Bonding_(band),Indie rock|Indietronica|Noise rock,2008,0,0
mallory knox,http://dbpedia.org/resource/Mallory_Knox_(band),Alternative rock,2009,0,0
man,http://dbpedia.org/resource/Man_(band),Hard rock|Progressive rock|Psychedelic rock,1968,1968,0
manraze,http://dbpedia.org/resource/Man_Raze,Alternative rock|Hard rock,2004,2014,0
mansun,http://dbpedia.org/resource/Mansun,Alternative rock|Indie rock|Indietronica|Progressive rock,1995,2003,0
manufactured romance,http://dbpedia.org/resource/Manufactured_Romance,Punk rock,1979,1979,0
marillion,http://dbpedia.org/resource/Marillion,Art rock|Post-punk,1979,0,1
marine girls,http://dbpedia.org/resource/Marine_Girls,Post-punk,1980,1983,0
marion,http://dbpedia.org/resource/Marion_(band),Alternative rock,1993,0,0
marmalade,http://dbpedia.org/resource/Marmalade_(band),Beat,1966,0,4
marmozets,http://dbpedia.org/resource/Marmozets,Alternative rock,2007,2007,0
mascara story,http://dbpedia.org/resource/The_Mascara_Story,Alternative rock|Indie rock|Indietronica,2004,2004,0
matching mole,http://dbpedia.org/resource/Matching_Mole,Progressive rock,1971,1972,0
max raptor,http://dbpedia.org/resource/Max_Raptor,Alternative rock|Indie rock|Indietronica|Punk rock,2006,0,0
maybeshewill,http://dbpedia.org/resource/Maybeshewill,Post-rock,2005,2016,0
mazes,http://dbpedia.org/resource/Mazes_(band),Indie rock|Indietronica,2009,2009,1
mcfly,http://dbpedia.org/resource/McFly,Pop rock,2003,0,0
mclusky,http://dbpedia.org/resource/Mclusky,Noise rock,1996,2005,3
me and the mountain,http://dbpedia.org/resource/Me_and_the_Mountain,Rock music,2009,0,0
meal ticket,http://dbpedia.org/resource/Meal_Ticket,Country rock,1970,1970,0
medal,http://dbpedia.org/resource/Medal_(band),Alternative rock,1998,2001,0
medicine head,http://dbpedia.org/resource/Medicine_Head,Blues rock,1968,1977,0
medium medium,http://dbpedia.org/resource/Medium_Medium,Post-punk,1978,1978,1
meeky rosie,http://dbpedia.org/resource/Meeky_Rosie,Alternative rock,1998,0,0
mega city four,http://dbpedia.org/resource/Mega_City_Four,Pop rock|Punk rock,1987,1987,0
melys,http://dbpedia.org/resource/Melys,Indie rock|Indietronica,1996,0,0
merry hell,http://dbpedia.org/resource/Merry_Hell,Rock music,2010,0,0
mesh-29,http://dbpedia.org/resource/Mesh-29,Indie rock|Indietronica,2005,0,0
metro riots,http://dbpedia.org/resource/Antlered_Man,Alternative rock,2003,0,0
mexican pets,http://dbpedia.org/resource/Mexican_Pets,Punk rock,1990,1990,0
midas,http://dbpedia.org/resource/Midas_(English_band),Indie rock|Indietronica,2003,2009,0
midasuno,http://dbpedia.org/resource/Midasuno,Alternative rock|Rock music,2000,2008,0
middle finger salute,http://dbpedia.org/resource/Middle_Finger_Salute,Alternative rock|Punk rock,2005,0,0
mighty baby,http://dbpedia.org/resource/Mighty_Baby,Folk rock|Psychedelic rock,1968,1971,0
mika bomb,http://dbpedia.org/resource/Mika_Bomb,Indie rock|Indietronica,1998,0,0
mike + the mechanics,http://dbpedia.org/resource/Mike_+_The_Mechanics,Pop rock|Rock music|Soft rock,1985,2004,0
milburn,http://dbpedia.org/resource/Milburn_(band),Indie rock|Indietronica,2001,2001,1
milk teeth,http://dbpedia.org/resource/Milk_Teeth_(band),Punk rock,2013,0,0
million dead,http://dbpedia.org/resource/Million_Dead,Alternative rock|Punk rock,2000,2005,0
minor detail,http://dbpedia.org/resource/Minor_Detail,New wave,1981,1981,0
miocene,http://dbpedia.org/resource/Miocene_(band),Progressive rock,1997,2006,0
miserylab,http://dbpedia.org/resource/Miserylab,Alternative rock|Post-punk,1998,0,0
miss black america,http://dbpedia.org/resource/Miss_Black_America_(band),Punk rock,1999,2006,0
miss halliwell,http://dbpedia.org/resource/Miss_Halliwell,Rock music,2007,0,0
missing andy,http://dbpedia.org/resource/Missing_Andy,Alternative rock,2010,0,0
misspent youth,http://dbpedia.org/resource/Misspent_Youth_(band),Glam rock|Punk rock,1975,1980,0
misterlee,http://dbpedia.org/resource/Misterlee,Alternative rock,2002,2002,0
mo-ho-bish-o-pi,http://dbpedia.org/resource/Mo-Ho-Bish-O-Pi,Indie rock|Indietronica,1996,1996,0
mobiles,http://dbpedia.org/resource/The_Mobiles,New wave,1981,1984,0
modern english,http://dbpedia.org/resource/Modern_English_(band),New wave,1979,0,0
modestep,http://dbpedia.org/resource/Modestep,Hard rock,2010,0,0
mogwai,http://dbpedia.org/resource/Mogwai,Post-rock,1995,0,26
mojo fury,http://dbpedia.org/resource/Mojo_Fury,Alternative rock|Rock music,2004,2004,0
moke,http://dbpedia.org/resource/Moke_(British_band),Alternative rock,1997,2002,1
monaco,http://dbpedia.org/resource/Monaco_(band),Alternative rock|Indie rock|Indietronica|Post-punk,1995,1995,5
mongrel,http://dbpedia.org/resource/Mongrel_(band),Indie rock|Indietronica|Rap rock|Rapcore,2008,0,0
monograph,http://dbpedia.org/resource/Monograph_(band),Indie rock|Indietronica,1995,1995,0
moose,http://dbpedia.org/resource/Moose_(band),Alternative rock|Indie rock|Indietronica,1990,1995,8
more,http://dbpedia.org/resource/More_(British_band),Heavy metal,1980,1980,0
more than conquerors,http://dbpedia.org/resource/More_Than_Conquerors_(band),Alternative rock,2009,2009,0
morning parade,http://dbpedia.org/resource/Morning_Parade,Alternative rock|Indie rock|Indietronica,2007,2014,0
motivation,http://dbpedia.org/resource/Motivation_(band),Rock music,1981,1985,0
mott the hoople,http://dbpedia.org/resource/Mott_the_Hoople,Glam rock|Hard rock,1969,1980,10
motörhead,http://dbpedia.org/resource/Motörhead,Hard rock|Heavy metal,1975,2015,2
moulettes,http://dbpedia.org/resource/Moulettes,Experimental rock|Folk rock|Progressive rock,2002,0,0
mouthfull,http://dbpedia.org/resource/Mouthfull,Punk rock,1994,2000,0
mouthwash,http://dbpedia.org/resource/Mouthwash_(band),Rock music,1995,1995,1
mr zippy,http://dbpedia.org/resource/Mr_Zippy,Punk rock,1993,0,0
mrnorth,http://dbpedia.org/resource/Mrnorth,Alternative rock|New wave,1990,0,0
mummy calls,http://dbpedia.org/resource/Mummy_Calls,Power pop|Rock music,1982,1987,0
mungo jerry,http://dbpedia.org/resource/Mungo_Jerry,Pop rock|Psychedelic rock|Soft rock,1969,0,6
murry the hump,http://dbpedia.org/resource/Murry_the_Hump,Indie rock|Indietronica,1999,0,0
muse,http://dbpedia.org/resource/Muse_(band),Alternative rock|Art rock|Hard rock|Progressive rock,1994,0,72
music for pleasure,http://dbpedia.org/resource/Music_for_Pleasure_(band),New wave|Post-punk,1979,1985,1
my drug hell,http://dbpedia.org/resource/My_Drug_Hell,Indie rock|Indietronica|Power pop|Rock music,1993,0,0
my passion,http://dbpedia.org/resource/My_Passion,Rock music,2005,2012,0
my tiger my timing,http://dbpedia.org/resource/My_Tiger_My_Timing,Indie rock|Indietronica|New wave,2008,2014,0
my vitriol,http://dbpedia.org/resource/My_Vitriol,Alternative rock,1999,1999,0
mystery jets,http://dbpedia.org/resource/Mystery_Jets,Indie rock|Indietronica|Psychedelic rock,2003,0,0
mythology,http://dbpedia.org/resource/Mythology_(UK_band),Blues rock,1967,1968,1
naevus,http://dbpedia.org/resource/Naevus_(band),Experimental rock|Post-punk,1998,0,0
naked eyes,http://dbpedia.org/resource/Naked_Eyes,New wave,1982,0,0
nancy reverb,http://dbpedia.org/resource/Nancy_Reverb,Alternative rock|Indie rock|Indietronica,1989,1989,0
national health,http://dbpedia.org/resource/National_Health,Experimental rock|Jazz fusion|Jazz rock|Progressive rock|Psychedelic rock,1975,1981,2
nazareth,http://dbpedia.org/resource/Nazareth_(band),Hard rock|Heavy metal,1968,0,19
ned's atomic dustbin,http://dbpedia.org/resource/Ned's_Atomic_Dustbin,Alternative rock|Power pop,1987,1995,0
nedry,http://dbpedia.org/resource/Nedry,Post-rock,2008,0,0
neils children,http://dbpedia.org/resource/Neils_Children,Experimental rock|Post-punk,1999,0,0
neo,http://dbpedia.org/resource/Neo_(UK_band),New wave|Punk rock,1977,1979,0
neon highwire,http://dbpedia.org/resource/Neon_Highwire,Rock music,2008,2008,0
new adventures,http://dbpedia.org/resource/New_Adventures_(British_band),Alternative rock|Indie rock|Indietronica,2006,2006,2
new model army,http://dbpedia.org/resource/New_Model_Army_(band),Folk rock|Post-punk|Punk rock,1980,0,3
new musik,http://dbpedia.org/resource/New_Musik,New wave,1977,1982,0
new order,http://dbpedia.org/resource/New_Order_(band),Dance-rock|New wave|Post-punk,1980,1993,45
next of kin,http://dbpedia.org/resource/Next_of_Kin_(band),Pop rock|Rock music,1998,1998,1
nine below zero,http://dbpedia.org/resource/Nine_Below_Zero,Blues rock|Power pop,1977,1983,1
nine black alps,http://dbpedia.org/resource/Nine_Black_Alps,Alternative rock,2003,2003,2
nine lies,http://dbpedia.org/resource/Nine_Lies,Alternative rock|Post-punk|Rock music,2003,0,0
nitzer ebb,http://dbpedia.org/resource/Nitzer_Ebb,Industrial rock,1982,1995,9
no americana,http://dbpedia.org/resource/No_Americana,Alternative rock|Rock music,2009,2015,0
no atlas,http://dbpedia.org/resource/No_Atlas,Alternative rock|Indie rock|Indietronica|Rock music,2013,2015,0
no connection,http://dbpedia.org/resource/No_Connection_(band),Rock music,1997,0,0
no devotion,http://dbpedia.org/resource/No_Devotion,Alternative rock,2014,0,0
no remorse,http://dbpedia.org/resource/No_Remorse_(band),Rock music,1986,1996,0
norman watt-roy,http://dbpedia.org/resource/Norman_Watt-Roy,New wave|Progressive rock,1967,1967,0
northern uproar,http://dbpedia.org/resource/Northern_Uproar,Indie rock|Indietronica,1995,1999,0
northside,http://dbpedia.org/resource/Northside_(band),Alternative rock,1989,1996,9
nosferatu d2,http://dbpedia.org/resource/Nosferatu_D2,Alternative rock|Indie rock|Indietronica,2005,2007,0
not from there,http://dbpedia.org/resource/Not_from_There,Alternative rock|Indie rock|Indietronica,1991,1991,0
notsensibles,http://dbpedia.org/resource/Notsensibles,Punk rock,1978,1982,0
nova,http://dbpedia.org/resource/Nova_(Italian_band),Jazz fusion|Jazz rock|Progressive rock,1975,1978,0
nyah fearties,http://dbpedia.org/resource/Nyah_Fearties,Alternative rock|Post-punk,1986,1999,0
nyal the kala,http://dbpedia.org/resource/The_Freshies,New wave|Power pop|Punk rock,1978,1982,0
nypc,http://dbpedia.org/resource/NYPC,Indie rock|Indietronica|New wave,2004,0,0
oasis,http://dbpedia.org/resource/Oasis_(band),Rock music,1991,2009,45
ocean colour scene,http://dbpedia.org/resource/Ocean_Colour_Scene,Alternative rock|Blues rock|Indie rock|Indietronica,1989,1989,2
oceansize,http://dbpedia.org/resource/Oceansize,Experimental rock|Post-rock|Progressive rock|Psychedelic rock,1998,2011,2
of arrowe hill,http://dbpedia.org/resource/Of_Arrowe_Hill,Indie rock|Indietronica|Psychedelic rock,1999,0,0
official secrets act,http://dbpedia.org/resource/Official_Secrets_Act_(band),Indie rock|Indietronica,2006,2009,0
oi va voi,http://dbpedia.org/resource/Oi_Va_Voi,Alternative rock,2000,0,1
omerta,http://dbpedia.org/resource/Omerta_(band),Indie rock|Indietronica,2003,2007,0
once upon a dead man,http://dbpedia.org/resource/Once_Upon_A_Dead_Man,Indie rock|Indietronica,2015,2015,0
one eskimo,http://dbpedia.org/resource/One_Eskimo,Indie rock|Indietronica,2004,0,0
one in a million,http://dbpedia.org/resource/One_in_a_Million_(band),Psychedelic rock,1967,1967,1
one night only,http://dbpedia.org/resource/One_Night_Only_(band),Alternative rock|Indie rock|Indietronica,2003,0,0
one thousand violins,http://dbpedia.org/resource/One_Thousand_Violins,Alternative rock,1985,1989,0
one unique signal,http://dbpedia.org/resource/One_Unique_Signal,Noise rock|Psychedelic rock,2002,0,0
operahouse,http://dbpedia.org/resource/Operahouse,Alternative rock|Indie rock|Indietronica|Rock music,2006,2009,0
ophiuchus,http://dbpedia.org/resource/Ophiuchus_(band),Alternative rock,1986,1986,0
orange goblin,http://dbpedia.org/resource/Orange_Goblin,Heavy metal,1995,0,0
orange juice,http://dbpedia.org/resource/Orange_Juice_(band),New wave|Post-punk,1979,1985,4
orphan colours,http://dbpedia.org/resource/Orphan_Colours,Rock music,2015,0,0
orphans & vandals,http://dbpedia.org/resource/Orphans_&_Vandals,Indie rock|Indietronica,2007,2010,0
out of karma,http://dbpedia.org/resource/Out_Of_Karma,Alternative rock|Funk rock|Indie rock|Indietronica,2004,0,0
out of my hair,http://dbpedia.org/resource/Out_of_My_Hair,Alternative rock,1993,1997,0
owl john,http://dbpedia.org/resource/Owl_John,Indie rock|Indietronica,2014,2014,0
ox.eagle.lion.man.,http://dbpedia.org/resource/Ox.Eagle.Lion.Man,Alternative rock|Folk rock|Progressive rock,2006,0,0
oxfam glamour models,http://dbpedia.org/resource/The_Oxfam_Glamour_Models,Indie rock|Indietronica|Noise rock|Post-punk,2005,2005,0
oysterband,http://dbpedia.org/resource/Oysterband,Folk rock,1976,0,0
ozric tentacles,http://dbpedia.org/resource/Ozric_Tentacles,Jazz fusion|Jazz rock|Progressive rock|Psychedelic rock,1983,0,4
pagan altar,http://dbpedia.org/resource/Pagan_Altar,Heavy metal,1978,1982,0
page 44,http://dbpedia.org/resource/Page_44,Indie rock|Indietronica,2004,0,0
palma violets,http://dbpedia.org/resource/Palma_Violets,Garage rock|Indie rock|Indietronica,2011,2011,4
panic room,http://dbpedia.org/resource/Panic_Room_(band),Alternative rock|Experimental rock|Folk rock|Progressive rock|Rock music,2006,0,0
paradox,http://dbpedia.org/resource/Paradox_(Irish_band),Alternative rock|Garage rock,1996,1996,1
paranoid visions,http://dbpedia.org/resource/Paranoid_Visions,Punk rock,1982,1992,0
paris angels,http://dbpedia.org/resource/Paris_Angels,Alternative rock,1990,1992,0
part chimp,http://dbpedia.org/resource/Part_Chimp,Alternative rock|Noise rock,2000,2011,1
party day,http://dbpedia.org/resource/Party_Day,Indie rock|Indietronica|Post-punk,1982,1988,0
passenger,http://dbpedia.org/resource/Passenger_(British_band),Rock music,2003,2009,0
passionate friends,http://dbpedia.org/resource/Passionate_Friends_(band),Pop rock,1982,1982,0
patto,http://dbpedia.org/resource/Patto,Progressive rock,1970,1973,0
paws,http://dbpedia.org/resource/PAWS_(band),Punk rock,2010,0,0
peace,http://dbpedia.org/resource/Peace_(band),Alternative rock|Indie rock|Indietronica|Psychedelic rock,2009,0,2
peace burial at sea,http://dbpedia.org/resource/Peace_Burial_at_Sea,Post-rock,2003,2007,0
pendleton,http://dbpedia.org/resource/Pendleton_(band),Punk rock,2000,2008,3
penetration,http://dbpedia.org/resource/Penetration_(band),Punk rock,1976,1980,0
