band,link,genres,start_year,end_year
return to forever,http://dbpedia.org/resource/Return_to_Forever,Jazz fusion|Jazz rock|Progressive rock,1972,1977
rev theory,http://dbpedia.org/resource/Rev_Theory,Hard rock,2002,0
reverend zen,http://dbpedia.org/resource/Reverend_Zen,Rock music,2006,0
rex,http://dbpedia.org/resource/Rex_(band),Indie rock|Indietronica,1994,1994
rey fresco,http://dbpedia.org/resource/Rey_Fresco,Rock music,2008,0
rhino bucket,http://dbpedia.org/resource/Rhino_Bucket,Hard rock|Heavy metal,1988,1996
rhythm corps,http://dbpedia.org/resource/Rhythm_Corps,Alternative rock|Rock music,1981,1991
rich kids on lsd,http://dbpedia.org/resource/Rich_Kids_on_LSD,Punk rock,1982,1989
richmond fontaine,http://dbpedia.org/resource/Richmond_Fontaine,Punk rock,1994,2016
rick & the ravens,http://dbpedia.org/resource/Rick_&_the_Ravens,Blues rock|Surf music,1961,1965
rick roberts,http://dbpedia.org/resource/Rick_Roberts_(musician),Rock music,1971,1992
riddlin' kids,http://dbpedia.org/resource/Riddlin'_Kids,Punk rock,1999,2005
ridel high,http://dbpedia.org/resource/Ridel_High,Power pop,1995,1999
right on dynamite,http://dbpedia.org/resource/Right_on_Dynamite,Indie rock|Indietronica,2006,2006
riot v,http://dbpedia.org/resource/Riot_V,Hard rock|Heavy metal,1975,1984
ripface invasion,http://dbpedia.org/resource/Ripface_Invasion,Heavy metal|Punk rock,2010,0
rise against,http://dbpedia.org/resource/Rise_Against,Punk rock,1999,0
ritual tension,http://dbpedia.org/resource/Ritual_Tension,Alternative rock|Experimental rock|Post-punk,1983,1990
rival schools,http://dbpedia.org/resource/Rival_Schools_(band),Alternative rock|Indie rock|Indietronica|Punk rock,1999,2003
riven,http://dbpedia.org/resource/Riven_(band),Heavy metal,2012,0
river city extension,http://dbpedia.org/resource/River_City_Extension,Alternative rock,2007,2015
river city high,http://dbpedia.org/resource/River_City_High,Hard rock,1999,0
riverboat gamblers,http://dbpedia.org/resource/The_Riverboat_Gamblers,Alternative rock|Garage rock|Punk rock,1997,0
riverdales,http://dbpedia.org/resource/Riverdales,Punk rock,1994,1997
rizzo,http://dbpedia.org/resource/Rizzo_(band),Indie rock|Indietronica|Punk rock,1995,2002
road,http://dbpedia.org/resource/Road_(band),Hard rock|Psychedelic rock,1970,1970
robert ellis,http://dbpedia.org/resource/Robert_Ellis_(guitarist),Rock music,2010,0
robot goes here,http://dbpedia.org/resource/Robot_Goes_Here,Punk rock,2004,2007
rock kills kid,http://dbpedia.org/resource/Rock_Kills_Kid,Alternative rock,2001,2001
rock n roll soldiers,http://dbpedia.org/resource/Rock_n_Roll_Soldiers,Rock music,1997,1997
rock sugar,http://dbpedia.org/resource/Rock_Sugar_(band),Heavy metal,2010,0
rocket scientists,http://dbpedia.org/resource/Rocket_Scientists,Progressive rock,1993,0
rocketboy,http://dbpedia.org/resource/Rocketboy,Alternative rock,1993,1997
rocky loves emily,http://dbpedia.org/resource/Rocky_Loves_Emily,Indie rock|Indietronica|Pop rock,2008,0
rodeo ruby love,http://dbpedia.org/resource/Rodeo_Ruby_Love,Rock music,2005,2015
rogers park,http://dbpedia.org/resource/Rogers_Park_(band),Folk rock,2011,0
roman holiday,http://dbpedia.org/resource/Roman_Holiday_(band),Alternative rock|Pop rock,2008,2013
romantica,http://dbpedia.org/resource/Romantica_(band),Folk rock|Rock music,2002,0
romeo void,http://dbpedia.org/resource/Romeo_Void,New wave|Post-punk,1979,1985
ronnie foster,http://dbpedia.org/resource/Ronnie_Foster,Jazz fusion|Jazz rock,1970,0
rootdown,http://dbpedia.org/resource/Rootdown,Alternative rock|Rock music,2007,0
rory,http://dbpedia.org/resource/Rory_(band),Indie rock|Indietronica,1998,2007
rose hill drive,http://dbpedia.org/resource/Rose_Hill_Drive,Blues rock|Hard rock,2003,2003
rose windows,http://dbpedia.org/resource/Rose_Windows_(band),Experimental rock|Psychedelic rock,2010,2015
rosemary's billygoat,http://dbpedia.org/resource/Rosemary's_Billygoat,Hard rock|Heavy metal,1991,0
rosetta,http://dbpedia.org/resource/Rosetta_(band),Post-rock,2003,2003
rotary connection,http://dbpedia.org/resource/Rotary_Connection,Jazz fusion|Jazz rock|Psychedelic rock,1966,1966
rough francis,http://dbpedia.org/resource/Rough_Francis,Garage rock|Punk rock,2008,2008
royal bangs,http://dbpedia.org/resource/Royal_Bangs,Experimental rock|Indie rock|Indietronica,2005,2005
royal teeth,http://dbpedia.org/resource/Royal_Teeth,Dance-rock,2010,0
royden,http://dbpedia.org/resource/Royden,Alternative rock,2003,2007
rubber city rebels,http://dbpedia.org/resource/Rubber_City_Rebels,Punk rock,1977,0
ruby,http://dbpedia.org/resource/Ruby_(rock_band),Rock music,1976,1984
rude squad,http://dbpedia.org/resource/Rude_Squad,Punk rock,1997,0
rufus king,http://dbpedia.org/resource/Rufus_King_(band),Alternative rock,1993,1993
run kid run,http://dbpedia.org/resource/Run_Kid_Run,Indie rock|Indietronica,2006,0
run on,http://dbpedia.org/resource/Run_On_(band),Art rock|Indie rock|Indietronica,1993,1998
run–d.m.c.,http://dbpedia.org/resource/Run–D.M.C.,Rap rock|Rapcore,1981,2002
ruse of fools,http://dbpedia.org/resource/Ruse_of_Fools,Indie rock|Indietronica,2003,0
rush of fools,http://dbpedia.org/resource/Rush_of_Fools,Rock music,2005,2005
rustic overtones,http://dbpedia.org/resource/Rustic_Overtones,Rock music,1993,2002
ruth,http://dbpedia.org/resource/Ruth_(band),Indie rock|Indietronica,2005,0
rx bandits,http://dbpedia.org/resource/Rx_Bandits,Alternative rock|Progressive rock,1995,0
ryan star,http://dbpedia.org/resource/Ryan_Star,Indie rock|Indietronica|Rock music,1992,1992
ryanhood,http://dbpedia.org/resource/Ryanhood,Rock music,2003,0
rye coalition,http://dbpedia.org/resource/Rye_Coalition,Hard rock,1994,0
s.a.slayer,http://dbpedia.org/resource/S.A.Slayer,Heavy metal,1982,1984
sabotage soundsystem,http://dbpedia.org/resource/Sabotage_Soundsystem,Rock music,1999,0
sabrosa purr,http://dbpedia.org/resource/Sabrosa_Purr,Alternative rock|Indie rock|Indietronica,2004,0
sacred warrior,http://dbpedia.org/resource/Sacred_Warrior,Heavy metal,1988,1994
safam,http://dbpedia.org/resource/Safam,Folk rock,1974,0
saigon kick,http://dbpedia.org/resource/Saigon_Kick,Hard rock|Heavy metal,1988,2000
saint,http://dbpedia.org/resource/Saint_(band),Heavy metal,1980,1980
saint motel,http://dbpedia.org/resource/Saint_Motel,Indie rock|Indietronica,2009,0
saints and lovers,http://dbpedia.org/resource/Saints_and_Lovers,Rock music,2004,0
saliva,http://dbpedia.org/resource/Saliva_(band),Alternative rock|Hard rock,1996,0
sally,http://dbpedia.org/resource/Sally_(band),Indie rock|Indietronica,2003,0
salvador santana,http://dbpedia.org/resource/Salvador_Santana,Rock music,1999,0
sam & ruby,http://dbpedia.org/resource/Sam_&_Ruby,Pop rock,2005,0
same sex mary,http://dbpedia.org/resource/Same_Sex_Mary,Alternative rock|Indie rock|Indietronica,2012,0
samiam,http://dbpedia.org/resource/Samiam,Punk rock,1988,0
sanctity,http://dbpedia.org/resource/Sanctity_(band),Heavy metal,1998,2008
sanctus real,http://dbpedia.org/resource/Sanctus_Real,Power pop|Rock music,1996,0
santana,http://dbpedia.org/resource/Santana_(band),Blues rock|Jazz fusion|Jazz rock|Psychedelic rock,1967,0
santiago,http://dbpedia.org/resource/Santiago_(band),Punk rock,2002,0
saraya,http://dbpedia.org/resource/Saraya,Hard rock,1987,1992
sarkozy,http://dbpedia.org/resource/Sarkozy_(band),Alternative rock|Progressive rock,2010,0
satellite,http://dbpedia.org/resource/Satellite_(US_band),Alternative rock|Power pop,2010,0
satisfact,http://dbpedia.org/resource/Satisfact,Post-punk,1996,2002
saucy monky,http://dbpedia.org/resource/Saucy_Monky,Pop rock,2001,0
sausage,http://dbpedia.org/resource/Sausage_(band),Alternative rock|Funk rock,1994,1994
savage grace,http://dbpedia.org/resource/Savage_Grace_(progressive_rock_band),Progressive rock,1968,1972
savage grace,http://dbpedia.org/resource/Savage_Grace_(metal_band),Heavy metal,1981,1993
savatage,http://dbpedia.org/resource/List_of_Savatage_band_members,Heavy metal,1978,2002
savatage,http://dbpedia.org/resource/Savatage,Heavy metal,1978,2002
saving abel,http://dbpedia.org/resource/Saving_Abel,Hard rock,2004,0
saving jane,http://dbpedia.org/resource/Saving_Jane,Alternative rock|Rock music,2001,2010
say no more,http://dbpedia.org/resource/Say_No_More_(band),Indie rock|Indietronica|Pop rock,2001,2001
say zuzu,http://dbpedia.org/resource/Say_Zuzu,Roots rock,1992,2003
scandal,http://dbpedia.org/resource/Scandal_(American_band),Pop rock|Rock music,1981,0
scarce,http://dbpedia.org/resource/Scarce_(band),Alternative rock,1993,1997
scarecrow,http://dbpedia.org/resource/Scarecrow_(band),Heavy metal,1989,0
scaterd few,http://dbpedia.org/resource/Scaterd_Few,Punk rock,1983,1983
scatterbox,http://dbpedia.org/resource/Scatterbox,Punk rock,2000,0
scatterbrain,http://dbpedia.org/resource/Scatterbrain_(band),Heavy metal,1989,1995
schatzi,http://dbpedia.org/resource/Schatzi,Alternative rock|Power pop,1996,1996
schematic,http://dbpedia.org/resource/Schematic_(band),Indie rock|Indietronica,2011,0
scissor girls,http://dbpedia.org/resource/The_Scissor_Girls,Experimental rock|Noise rock,1991,1996
scissor sisters,http://dbpedia.org/resource/Scissor_Sisters,Glam rock|Pop rock,2001,2012
scissors for lefty,http://dbpedia.org/resource/Scissors_for_Lefty,Indie rock|Indietronica,2000,0
scorpion child,http://dbpedia.org/resource/Scorpion_Child,Blues rock|Hard rock|Heavy metal|Psychedelic rock,2006,0
scorpios,http://dbpedia.org/resource/Scorpios,Folk rock|Indie rock|Indietronica,2011,2011
scotland yard,http://dbpedia.org/resource/Scotland_Yard_(band),Rock music,2004,2013
scott & rivers,http://dbpedia.org/resource/Scott_&_Rivers,Rock music,2010,0
scott ford,http://dbpedia.org/resource/Scott_Ford_(musician),Hard rock|Rock music,1979,1979
scrapomatic,http://dbpedia.org/resource/Scrapomatic,Blues rock|Jazz fusion|Jazz rock,2002,0
scratch acid,http://dbpedia.org/resource/Scratch_Acid,Noise rock,1982,1982
screamcreature,http://dbpedia.org/resource/ScreamCreature,Alternative rock|Indie rock|Indietronica,2010,0
screaming females,http://dbpedia.org/resource/Screaming_Females,Alternative rock|Indie rock|Indietronica|Punk rock,2005,0
screaming trees,http://dbpedia.org/resource/Screaming_Trees,Alternative rock,1985,2000
screeching weasel,http://dbpedia.org/resource/Screeching_Weasel,Punk rock,1986,0
sea hags,http://dbpedia.org/resource/Sea_Hags,Hard rock|Heavy metal,1985,1990
sea level,http://dbpedia.org/resource/Sea_Level_(band),Progressive rock|Southern rock,1976,1981
seabird,http://dbpedia.org/resource/Seabird_(band),Alternative rock|Indie rock|Indietronica|Pop rock,2004,0
seals and crofts,http://dbpedia.org/resource/Seals_and_Crofts,Folk rock|Pop rock|Soft rock,1969,0
seam,http://dbpedia.org/resource/Seam_(band),Indie rock|Indietronica,1991,2000
sean na na,http://dbpedia.org/resource/Sean_Na_Na,Indie rock|Indietronica,1993,0
search the city,http://dbpedia.org/resource/Search_the_City,Alternative rock|Indie rock|Indietronica|Punk rock,2006,2009
season to risk,http://dbpedia.org/resource/Season_to_Risk,Alternative rock|Noise rock|Post-punk,1989,1989
seasons after,http://dbpedia.org/resource/Seasons_After,Hard rock|Heavy metal,2006,0
seawind,http://dbpedia.org/resource/Seawind_(band),Jazz fusion|Jazz rock|Rock music,1974,1982
secondhand serenade,http://dbpedia.org/resource/Secondhand_Serenade,Pop rock,2004,0
secret cities,http://dbpedia.org/resource/Secret_Cities,Indie rock|Indietronica,2001,2001
secret machines,http://dbpedia.org/resource/Secret_Machines,Alternative rock,2000,2000
secular joy,http://dbpedia.org/resource/Secular_Joy,Indie rock|Indietronica,2011,0
seekonk,http://dbpedia.org/resource/Seekonk_(band),Indie rock|Indietronica,2002,2002
seemless,http://dbpedia.org/resource/Seemless,Hard rock,2002,2009
selby tigers,http://dbpedia.org/resource/Selby_Tigers,Punk rock,1998,2012
self,http://dbpedia.org/resource/Self_(band),Alternative rock,1993,1993
self defense family,http://dbpedia.org/resource/Self_Defense_Family,Indie rock|Indietronica|Post-punk,2003,0
semi-gloss,http://dbpedia.org/resource/Semi-Gloss,Indie rock|Indietronica,1990,1990
semisonic,http://dbpedia.org/resource/Semisonic,Alternative rock|Power pop,1995,2001
seneca hawk,http://dbpedia.org/resource/Seneca_Hawk,Indie rock|Indietronica,2007,0
senior discount,http://dbpedia.org/resource/Senior_Discount_(band),Punk rock,2004,0
sense field,http://dbpedia.org/resource/Sense_Field,Alternative rock|Indie rock|Indietronica,1991,2004
sensei,http://dbpedia.org/resource/Sensei_(band),Rock music,2004,2007
sent by ravens,http://dbpedia.org/resource/Sent_by_Ravens,Alternative rock,2006,2012
september hase,http://dbpedia.org/resource/September_Hase,Alternative rock,2005,2005
servotron,http://dbpedia.org/resource/Servotron,Indie rock|Indietronica,1995,1999
session americana,http://dbpedia.org/resource/Session_Americana,Rock music,2005,2005
setting sun,http://dbpedia.org/resource/Setting_Sun_(band),Indie rock|Indietronica|Rock music,2002,0
settle,http://dbpedia.org/resource/Settle_(band),Alternative rock|Indie rock|Indietronica,2001,2001
sev,http://dbpedia.org/resource/Sev,Alternative rock|Rap rock|Rapcore,1995,2006
seven car pileup,http://dbpedia.org/resource/Seven_Car_Pileup,Indie rock|Indietronica,2007,2010
seven day sonnet,http://dbpedia.org/resource/Seven_Day_Sonnet,Hard rock|Progressive rock,2007,2012
seven mary three,http://dbpedia.org/resource/Seven_Mary_Three,Alternative rock,1992,1992
seven nations,http://dbpedia.org/resource/Seven_Nations_(band),Alternative rock,1993,1993
seven story drop,http://dbpedia.org/resource/Seven_Story_Drop,Alternative rock|Hard rock,2000,2008
seven witches,http://dbpedia.org/resource/Seven_Witches,Heavy metal,1998,0
sevendust,http://dbpedia.org/resource/Sevendust,Heavy metal,1994,0
sevenglory,http://dbpedia.org/resource/Sevenglory,Alternative rock,2001,0
seventh day slumber,http://dbpedia.org/resource/Seventh_Day_Slumber,Hard rock,1996,0
seville,http://dbpedia.org/resource/Seville_(band),Alternative rock|Folk rock|Indie rock|Indietronica,2001,2003
sex clark five,http://dbpedia.org/resource/Sex_Clark_Five,Indie rock|Indietronica|Power pop,1980,1980
sexton blake,http://dbpedia.org/resource/Sexton_Blake_(band),Alternative rock|Indie rock|Indietronica,2004,0
sgr,http://dbpedia.org/resource/SGR_(band),Rock music,1996,2005
shaded red,http://dbpedia.org/resource/Shaded_Red,Alternative rock,1993,2000
shadow gallery,http://dbpedia.org/resource/Shadow_Gallery,Progressive rock,1985,0
shadow project,http://dbpedia.org/resource/Shadow_Project,Alternative rock|Hard rock|Heavy metal,1987,1993
shadows fall,http://dbpedia.org/resource/Shadows_Fall,Heavy metal,1995,0
shake ray turbine,http://dbpedia.org/resource/Shake_Ray_Turbine,Indie rock|Indietronica|Rock music,1995,1995
shaman's harvest,http://dbpedia.org/resource/Shaman's_Harvest,Hard rock,1996,0
shark island,http://dbpedia.org/resource/Shark_Island_(band),Hard rock|Heavy metal,1979,1992
shattered faith,http://dbpedia.org/resource/Shattered_Faith,Punk rock,1978,2014
shattered sun,http://dbpedia.org/resource/Shattered_Sun,Heavy metal,2005,0
shearwater,http://dbpedia.org/resource/Shearwater_(band),Folk rock|Indie rock|Indietronica,1999,0
sheer mag,http://dbpedia.org/resource/Sheer_Mag,Rock music,2014,0
shellshag,http://dbpedia.org/resource/Shellshag,Punk rock,2004,0
sherwood,http://dbpedia.org/resource/Sherwood_(band),Indie rock|Indietronica|Pop rock,2002,2012
shiner,http://dbpedia.org/resource/Shiner_(band),Alternative rock|Indie rock|Indietronica,1992,2003
shinobu,http://dbpedia.org/resource/Shinobu_(band),Indie rock|Indietronica,2002,2002
shinola,http://dbpedia.org/resource/Shinola_(band),Alternative rock|Post-punk,1994,1994
shipping news,http://dbpedia.org/resource/Shipping_News,Post-rock,1996,2012
shitting glitter,http://dbpedia.org/resource/Shitting_Glitter,Hard rock|New wave,2001,2001
shoes,http://dbpedia.org/resource/Shoes_(American_band),Power pop|Rock music,1974,0
shook ones,http://dbpedia.org/resource/Shook_Ones,Punk rock,2004,0
shook twins,http://dbpedia.org/resource/Shook_Twins,Indie rock|Indietronica,2004,0
shootyz groove,http://dbpedia.org/resource/Shootyz_Groove,Alternative rock|Rap rock|Rapcore,1992,0
shorty,http://dbpedia.org/resource/Shorty_(band),Alternative rock|Indie rock|Indietronica|Noise rock,1991,1991
shotgun messiah,http://dbpedia.org/resource/Shotgun_Messiah,Hard rock|Industrial rock|Punk rock,1985,1993
showbread,http://dbpedia.org/resource/Showbread_(band),Alternative rock,1997,2016
showoff,http://dbpedia.org/resource/Showoff_(band),Alternative rock|Punk rock,1997,2002
shrimp boat,http://dbpedia.org/resource/Shrimp_Boat,Alternative rock|Indie rock|Indietronica,1987,1987
shy boys,http://dbpedia.org/resource/Shy_Boys,Indie rock|Indietronica,2012,0
"shy, low","http://dbpedia.org/resource/Shy,_Low",Post-rock,2011,0
sidewalk prophets,http://dbpedia.org/resource/Sidewalk_Prophets,Indie rock|Indietronica|Pop rock,2003,0
silage,http://dbpedia.org/resource/Silage_(band),Alternative rock,1996,1999
silos,http://dbpedia.org/resource/The_Silos,Rock music,1985,0
silver,http://dbpedia.org/resource/Silver_(band),Country rock|Pop rock|Rock music|Soft rock,1971,1971
silver jet,http://dbpedia.org/resource/Silver_Jet,Alternative rock|Punk rock,1997,1997
silver jews,http://dbpedia.org/resource/Silver_Jews,Country rock,1989,2009
silverline,http://dbpedia.org/resource/Silverline,Pop rock,2006,0
silversun pickups,http://dbpedia.org/resource/Silversun_Pickups,Alternative rock|Indie rock|Indietronica,2002,0
silvertide,http://dbpedia.org/resource/Silvertide,Blues rock|Hard rock,2001,2009
simon & garfunkel,http://dbpedia.org/resource/Simon_&_Garfunkel,Folk rock,1957,0
simon apple,http://dbpedia.org/resource/Simon_Apple,Pop rock|Progressive rock,1987,1987
simply slang,http://dbpedia.org/resource/Simply_Slang,Hard rock,2002,2002
sin 34,http://dbpedia.org/resource/SIN_34,Punk rock,1981,1984
sin city sinners,http://dbpedia.org/resource/Sin_City_Sinners,Hard rock,2007,0
sin division,http://dbpedia.org/resource/Sin_Division,Alternative rock|Industrial rock,2003,0
sinch,http://dbpedia.org/resource/Sinch_(band),Alternative rock|Progressive rock,1994,0
sing it loud,http://dbpedia.org/resource/Sing_It_Loud,Pop rock,2007,2007
